,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2|P сеп. |кгс/см²,С-2|t жидкости|°С,С-2|L межфазный|см,С-2|L нефти|см,ОН-1|t жидкости|°С,ОН-1|L межфазный|см,ОН-1|P отс. |кгс/см²,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,БЕВ-1|L воды|см,БЕВ-1|V воды|м3,БЕВ-1|V нефти,БЕВ-1|t воды,Расход пресной воды
29,2022-01-03 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,110,33.708,0,35,8
30,2022-01-03 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,134,43.885,0,35,8
31,2022-01-03 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,158,54.242,0,35,8.3
32,2022-01-03 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,179,63.24,0,35,9
33,2022-01-03 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,227,0.4,13,61,3.3,3.1,62,125,0.4,108,32.877,0,35,9
34,2022-01-03 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,180.4,0.4,13,61,3.3,3.1,62,127,0.4,131,42.598,0,35,9
35,2022-01-03 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,267.8,0.4,13,61,3.3,3.1,62,135.5,0.4,154,52.515,0,35,9
36,2022-01-04 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,158.1,0.4,13,61,3.3,3.1,62,198.3,0.4,177,62.391,0,35,9
37,2022-01-04 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,123.1,0.4,13,61,3.3,3.1,62,207.4,0.4,201,72.394,0,35,9
38,2022-01-04 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,251,0.4,13,61,3.3,3.1,62,137,0.4,103,30.813,0,35,9
39,2022-01-04 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,251,0.4,13,61,3.3,3.1,62,137,0.4,124,39.607,0,35,9
40,2022-01-04 08:00:00,5.5,13,5.3,12,65,3,57,54,73,1,53,53,44,8,13,50,3.5,3.3,60,225,0.4,13,58,3.5,3.2,61,243,0.4,146,49.058,0,35,9
41,2022-01-04 10:00:00,5.5,13,5.3,12,65,3,57,54,73,1,53,53,44,8,13,58,3.5,3.2,60,208,0.4,13,52,3.4,3.2,60,131,0.4,168,58.546,0,35,9
42,2022-01-04 12:00:00,5.5,13,5.3,12,65,3,57,54,73,1,53,53,44,8,13,58,3.5,3.2,60,195.8,0.4,13,52,3.4,3.2,60,137.9,0.4,90,25.567,0,35,9
43,2022-01-04 14:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,9,13,60,3.6,3.3,63,140,0.4,13,58,3.7,3.3,62,141,0.4,114,35.38,0,35,9
44,2022-01-04 16:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,140,0.4,13,58,3.7,3.3,62,141,0.4,136,44.745,0,35,9
45,2022-01-04 18:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,257,0.4,13,58,3.7,3.3,62,129,0.4,159,54.673,0,35,8
46,2022-01-04 20:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,244,0.4,13,58,3.7,3.3,62,140.9,0.4,96,27.965,0,35,8
47,2022-01-04 22:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,262,0.4,13,58,3.7,3.3,62,146,0.4,104,31.224,0,35,7.6
48,2022-01-05 00:00:00,5.6,13,5.1,12,65,3,58,54,73,0.9,54,53,45,8,13,60,3.6,3.3,63,133,0.4,13,58,3.7,3.3,62,136,0.4,126,40.459,0,35,9
49,2022-01-05 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,136,0.4,13,60,3.3,3.1,62,135,0.4,151,51.219,0,35,9
50,2022-01-05 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,168,0.4,13,60,3.3,3.1,62,200,0.4,173,60.687,0,35,9
51,2022-01-05 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,137,0.4,13,60,3.3,3.1,62,250,0.4,103,30.813,0,35,9
52,2022-01-05 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,238,0.4,123,39.182,0,35,9
53,2022-01-05 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,127,0.4,13,60,3.3,3.1,62,222,0.4,148,49.922,0,35,9
54,2022-01-05 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,127,0.4,13,60,3.3,3.1,62,222,0.4,167,58.117,0,35,9
55,2022-01-05 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,227,0.4,66,16.127,0,35,9
56,2022-01-05 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,227,0.4,93,26.761,0,35,9
57,2022-01-05 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,230,0.4,118,37.064,0,35,8
58,2022-01-05 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,155,0.4,13,60,3.3,3.1,62,176.9,0.4,141,46.899,0,35,8
59,2022-01-05 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,123,0.4,13,60,3.3,3.1,62,256,0.4,161,55.536,0,35,8.7
60,2022-01-06 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,267,0.4,13,60,3.3,3.1,62,134,0.4,183,64.932,0,35,9
61,2022-01-06 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,134,0.4,13,60,3.3,3.1,62,131,0.4,208,75.213,0,35,9
62,2022-01-06 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,259,0.4,13,60,3.3,3.1,62,256,0.4,98,28.774,0,35,9
63,2022-01-06 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,198,0.4,13,60,3.3,3.1,62,201,0.4,124,39.607,0,35,9
64,2022-01-06 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,198,0.4,13,60,3.3,3.1,62,201,0.4,146,49.058,0,35,9
65,2022-01-06 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,169,58.975,0,35,9
66,2022-01-06 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,190,67.866,0,35,9
67,2022-01-06 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,75,19.782,0,35,9
68,2022-01-06 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,202,0.4,13,60,3.3,3.1,62,225,0.4,99,29.18,0,35,9
69,2022-01-06 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,138,0.4,13,60,3.3,3.1,62,131,0.4,123,39.182,0,35,8
70,2022-01-06 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,154,0.4,13,60,3.3,3.1,62,130,0.4,144,48.194,0,35,8
71,2022-01-06 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,200.6,0.4,13,60,3.3,3.1,62,126.8,0.4,164,56.828,0,35,7.7
72,2022-01-07 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,235,0.4,13,60,3.3,3.1,62,233,0.4,186,66.193,0,35,9
73,2022-01-07 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,237,0.4,13,60,3.3,3.1,62,125,0.4,207,74.814,0,35,9
74,2022-01-07 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,132,0.4,13,60,3.3,3.1,62,220,0.4,112,34.542,0,35,9
75,2022-01-07 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,133,43.456,0,35,9
76,2022-01-07 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,155,52.947,0,35,9
77,2022-01-07 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,175,61.54,0,35,9
78,2022-01-07 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,139,0.4,13,60,3.3,3.1,62,124,0.4,182,64.51,0,35,9
79,2022-01-07 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,202,0.4,13,58,3.3,3.1,62,141,0.4,97,28.369,0,35,9
80,2022-01-07 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,202,0.4,13,58,3.3,3.1,62,141,0.4,120,37.909,0,35,9
81,2022-01-07 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,58,3.3,3.1,62,133,0.4,13,58,3.3,3.1,62,232,0.4,147,49.49,0,35,8
82,2022-01-07 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,44,45,8,13,58,3.3,3.1,62,166,0.4,13,58,3.3,3.1,62,122,0.4,169,58.975,0,35,8
83,2022-01-07 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,44,45,8,13,58,3.3,3.1,62,166,0.4,13,58,3.3,3.1,62,122,0.4,169,58.975,0,35,7.6
84,2022-01-08 00:00:00,5.6,13,5.4,13,65,3,58,53,73,0.8,55,48,45,8,13,58,3.3,3.1,62,147,0.4,13,58,3.3,3.1,62,127,0.4,213,77.19,0,35,9
85,2022-01-08 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,245,0.4,190,67.866,0,35,9
86,2022-01-08 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,126,0.4,13,60,3.3,3.1,62,129,0.4,96,27.965,0,35,9
87,2022-01-08 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,120,37.909,0,35,9
88,2022-01-08 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,142,47.331,0,35,9
89,2022-01-08 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,162,55.967,0,35,9
90,2022-01-08 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,239,0.4,13,60,3.3,3.1,62,241,0.4,184,65.353,0,35,8
91,2022-01-08 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,222,0.4,13,59,3.4,3.1,62,237,0.4,205,74.012,0,35,7
92,2022-01-08 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,222,0.4,13,59,3.4,3.1,62,237,0.4,205,74.012,0,35,6
93,2022-01-08 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,130,0.4,13,59,3.4,3.1,62,127,0.4,111,34.125,0,35,6
94,2022-01-08 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,58,3.3,3.1,62,137,0.4,13,59,3.4,3.1,62,130,0.4,125,40.033,0,35,4
95,2022-01-08 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,54,45,8,13,58,3.3,3.1,62,130,0.4,13,59,3.4,3.1,62,236,0.4,138,45.606,0,35,3.7
96,2022-01-09 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,54,45,8,13,58,3.3,3.1,62,131,0.4,13,59,3.4,3.1,62,128,0.4,152,51.651,0,35,4
97,2022-01-09 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,49,45,8,13,59,3.3,3.1,62,221,0.4,13,60,3.3,3.1,62,130,0.4,166,57.688,0,35,5
98,2022-01-09 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.3,3.1,62,267,0.4,13,60,3.3,3.1,62,127,0.4,181,64.087,0,35,5
99,2022-01-09 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.3,3.1,62,137,0.4,13,60,3.3,3.1,62,152,0.4,193,69.112,0,35,5
100,2022-01-09 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,141,0.4,13,59,3.3,3.1,62,160,0.4,135,44.315,0,35,5
101,2022-01-09 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,100,29.586,0,35,5
102,2022-01-09 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,113,34.961,0,35,5
103,2022-01-09 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,130,42.169,0,35,5
104,2022-01-09 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,146,49.058,0,35,5
105,2022-01-09 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,140,0.4,13,59,3.3,3.1,62,158,0.4,146,49.058,0,35,5
106,2022-01-09 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,58,3.3,3.1,62,133,0.4,13,59,3.3,3.1,62,158,0.4,172,60.26,0,35,5
107,2022-01-09 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,48,45,8,13,58,3.3,3.1,62,130,0.4,13,59,3.3,3.1,62,130,0.4,183,64.932,0,35,5.8
108,2022-01-10 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,48,45,8,13,58,3.3,3.1,62,260,0.4,13,59,3.3,3.1,62,252,0.4,192,68.697,0,35,4
109,2022-01-10 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,56,45,8,13,59,3.3,3.1,62,135,0.4,13,60,3.3,3.1,62,152,0.4,205,74.012,0,35,4
110,2022-01-10 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,53,45,8,13,59,3.3,3.1,62,271,0.4,13,60,3.3,3.1,62,201,0.4,89,25.172,0,35,4
111,2022-01-10 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,101,29.994,0,35,4
112,2022-01-10 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,113,34.961,0,35,4
113,2022-01-10 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,123,39.182,0,35,4
114,2022-01-10 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,123,39.182,0,35,4
115,2022-01-10 14:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,130,0.4,13,60,3.3,3.1,62,60,0.4,141,46.899,0,35,4
116,2022-01-10 16:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.4,3.1,62,130,0.4,13,59,3.4,3.1,62,60,0.4,152,51.651,0,35,4
117,2022-01-10 18:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.4,3.1,62,258,0.4,13,59,3.4,3.1,62,135,0.4,163,56.397,0,35,4
118,2022-01-10 20:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.4,3.1,62,260,0.4,13,59,3.4,3.1,62,183,0.4,172,60.26,0,35,4
119,2022-01-10 22:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,58,45,8,13,59,3.4,3.1,62,133,0.4,13,59,3.4,3.1,62,130,0.4,81,22.056,0,35,4.3
120,2022-01-11 00:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.4,3.1,62,257,0.4,13,59,3.4,3.1,62,145,0.4,100,29.586,0,35,6
121,2022-01-11 02:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,151,0.4,113,34.961,0,35,6
122,2022-01-11 04:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,52,45,8,13,59,3.3,3.1,62,137,0.4,13,60,3.3,3.1,62,132,0.4,128,41.314,0,35,6
123,2022-01-11 06:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,144,48.194,0,35,6
124,2022-01-11 08:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,163,56.397,0,35,6
125,2022-01-11 10:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,178,62.816,0,35,6
126,2022-01-11 12:00:00,5.6,13,5.4,13,65,3,58,54,73,0.8,55,55,45,8,13,59,3.3,3.1,62,143,0.4,13,60,3.3,3.1,62,131,0.4,193,69.112,0,35,6
