,Дата,Место сбора,"Сод. Cl соед., мг/дм3"
88,2024-04-07 19:00:00,ЭДГ-1/2,37.8
89,2024-04-07 21:00:00,БМ Сут,16552
90,2024-04-07 22:00:00,ЭДГ-1/1,90.8
91,2024-04-07 22:00:00,АСН1-8,40.1
92,2024-04-08 00:20:00,АСН-2,51.9
93,2024-04-08 01:00:00,ЭДГ-1/2,108.6
94,2024-04-08 04:00:00,ЭДГ-1/1,66
95,2024-04-08 04:00:00,ЭДГ-1/2,66.7
96,2024-04-08 05:00:00,БМ,17952.3
97,2024-04-08 07:00:00,ЭДГ-1/2,47.2
98,2024-04-08 10:00:00,ЭДГ-1/1,35.4
99,2024-04-08 13:00:00,ЭДГ-1/2,30.7
100,2024-04-08 14:00:00,АСН-1,15.8
101,2024-04-08 16:00:00,ЭДГ-1/1,22.2
102,2024-04-08 19:00:00,ЭДГ-1/2,29.5
103,2024-04-08 21:00:00,БМ Сут,18290
104,2024-04-08 22:00:00,ЭДГ-1/1,24.2
105,2024-04-08 22:00:00,АСН1-8,38.9
106,2024-04-09 01:00:00,ЭДГ-1/2,30.7
107,2024-04-09 04:00:00,ЭДГ-1/1,27.7
108,2024-04-09 07:00:00,ЭДГ-1/2,68.4
109,2024-04-09 10:00:00,ЭДГ-1/1,35.4
110,2024-04-09 13:00:00,ЭДГ-1/2,21.3
111,2024-04-09 14:00:00,АСН-1,35.4
112,2024-04-09 16:00:00,ЭДГ-1/1,33.1
113,2024-04-09 19:00:00,ЭДГ-1/2,53.1
114,2024-04-09 21:00:00,БМ Сут,15930
115,2024-04-09 22:00:00,ЭДГ-1/1,40.1
116,2024-04-09 22:00:00,АСН1-8,35.4
117,2024-04-10 01:00:00,ЭДГ-1/2,50.7
118,2024-04-10 04:00:00,ЭДГ-1/1,44.3
119,2024-04-10 05:00:00,БМ,17405
120,2024-04-10 07:00:00,ЭДГ-1/2,51.9
121,2024-04-10 10:00:00,ЭДГ-1/1,35.4
122,2024-04-10 13:00:00,ЭДГ-1/2,34.8
123,2024-04-10 14:00:00,АСН-1,35.4
124,2024-04-10 16:00:00,ЭДГ-1/1,33.1
125,2024-04-10 19:00:00,ЭДГ-1/2,31.3
126,2024-04-10 21:00:00,БМ Сут,14750
127,2024-04-10 22:00:00,ЭДГ-1/1,30.7
128,2024-04-10 22:00:00,АСН1-8,38.4
129,2024-04-11 01:00:00,ЭДГ-1/2,29.5
130,2024-04-11 04:00:00,ЭДГ-1/1,29.5
131,2024-04-11 05:00:00,БМ,15635
132,2024-04-11 07:00:00,ЭДГ-1/2,82.6
133,2024-04-11 12:00:00,ЭДГ-1/1,47.2
134,2024-04-11 12:00:00,ЭДГ-1/2,61.4
135,2024-04-11 13:00:00,ЭДГ-1/2,37.7
136,2024-04-11 14:00:00,АСН-1,69.4
137,2024-04-11 16:00:00,ЭДГ-1/1,74.1
138,2024-04-11 19:00:00,ЭДГ-1/2,50.9
139,2024-04-11 21:00:00,БМ Сут,9839.6
140,2024-04-11 22:00:00,ЭДГ-1/1,40.4
141,2024-04-11 22:00:00,АСН1-8,37.6
142,2024-04-12 01:00:00,ЭДГ-1/2,39.4
143,2024-04-12 04:00:00,ЭДГ-1/1,41.7
144,2024-04-12 05:00:00,БМ,13312.4
145,2024-04-12 07:00:00,ЭДГ-1/2,42.5
146,2024-04-12 12:00:00,ЭДГ-1/1,41.7
147,2024-04-12 13:00:00,ЭДГ-1/2,46.3
148,2024-04-12 14:00:00,АСН-1,32.4
149,2024-04-12 19:00:00,ЭДГ-1/1,72.9
150,2024-04-12 19:00:00,ЭДГ-1/2,62.5
151,2024-04-12 21:00:00,БМ Сут,19100.4
152,2024-04-12 22:00:00,ЭДГ-1/1,50.9
153,2024-04-12 22:00:00,ЭДГ-1/2,52.1
154,2024-04-12 22:00:00,АСН1-8,55.6
155,2024-04-13 01:00:00,ЭДГ-1/2,52.1
156,2024-04-13 04:00:00,ЭДГ-1/1,49.2
157,2024-04-13 05:00:00,БМ,17364
158,2024-04-13 07:00:00,ЭДГ-1/2,60.2
159,2024-04-13 13:00:00,ЭДГ-1/2,88
160,2024-04-13 13:00:00,ЭДГ-1/2,53.4
161,2024-04-13 14:00:00,АСН-1,53.3
162,2024-04-13 15:00:00,ЭДГ-1/2,69.5
163,2024-04-13 19:00:00,ЭДГ-1/1,55.8
164,2024-04-13 19:00:00,ЭДГ-1/2,48.6
165,2024-04-13 21:00:00,БМ Сут,10707.8
166,2024-04-13 22:00:00,ЭДГ-1/1,71.8
167,2024-04-13 22:00:00,ЭДГ-1/2,55.6
168,2024-04-13 22:00:00,АСН1-8,53
169,2024-04-14 00:00:00,ЭДГ-1/1,72.9
170,2024-04-14 00:00:00,ЭДГ-1/2,59
171,2024-04-14 02:00:00,ЭДГ-1/1,69.5
172,2024-04-14 02:00:00,ЭДГ-1/2,53.3
173,2024-04-14 05:00:00,БМ,11865.4
174,2024-04-14 06:00:00,ЭДГ-1/2,69.4
175,2024-04-14 10:00:00,ЭДГ-1/1,81
176,2024-04-14 10:00:00,ЭДГ-1/2,92.6
177,2024-04-14 14:00:00,ЭДГ-1/1,41.7
178,2024-04-14 14:00:00,ЭДГ-1/2,74.1
179,2024-04-14 14:00:00,АСН-1,55.5
180,2024-04-14 16:00:00,ЭДГ-1/1,29.6
181,2024-04-14 16:00:00,ЭДГ-1/2,34.8
182,2024-04-14 19:00:00,ЭДГ-1/1,63.7
183,2024-04-14 19:00:00,ЭДГ-1/2,70
184,2024-04-14 21:00:00,БМ Сут,17074.6
185,2024-04-14 22:00:00,ЭДГ-1/1,44
186,2024-04-14 22:00:00,ЭДГ-1/2,50.9
187,2024-04-14 22:00:00,АСН1-8,83.3
188,2024-04-15 01:00:00,ЭДГ-1/1,31.3
189,2024-04-15 01:00:00,ЭДГ-1/2,33.6
190,2024-04-15 04:00:00,ЭДГ-1/1,34.7
191,2024-04-15 05:00:00,БМ,16206.4
192,2024-04-15 07:00:00,ЭДГ-1/2,21.4
193,2024-04-15 10:00:00,ЭДГ-1/1,41.6
194,2024-04-15 13:00:00,ЭДГ-1/2,43.9
195,2024-04-15 14:00:00,АСН-3,27.8
196,2024-04-15 16:00:00,ЭДГ-1/1,46.3
197,2024-04-15 19:00:00,ЭДГ-1/2,85.3
198,2024-04-15 21:00:00,БМ Сут,11576
199,2024-04-15 22:00:00,ЭДГ-1/1,46.3
200,2024-04-15 22:00:00,АСН1-8,48
201,2024-04-16 01:00:00,ЭДГ-1/2,46.3
202,2024-04-16 04:00:00,ЭДГ-1/1,31.3
203,2024-04-16 05:00:00,БМ,12733.6
204,2024-04-16 07:00:00,ЭДГ-1/2,53.3
205,2024-04-16 10:00:00,ЭДГ-1/1,50.9
206,2024-04-16 13:00:00,ЭДГ-1/2,46.3
207,2024-04-16 14:00:00,АСН-3,53.3
208,2024-04-16 16:00:00,ЭДГ-1/1,64
209,2024-04-16 19:00:00,ЭДГ-1/2,59
210,2024-04-16 21:00:00,БМ Сут,15048.8
211,2024-04-16 22:00:00,ЭДГ-1/1,52.1
212,2024-04-16 22:00:00,АСН1-8,48.6
213,2024-04-17 01:00:00,ЭДГ-1/2,26.6
214,2024-04-17 04:00:00,ЭДГ-1/1,28.9
215,2024-04-17 05:00:00,БМ,15627.6
216,2024-04-17 07:00:00,ЭДГ-1/2,20.8
217,2024-04-17 10:00:00,ЭДГ-1/1,34.7
218,2024-04-17 13:00:00,ЭДГ-1/2,25.5
219,2024-04-17 14:00:00,АСН-3,28.9
220,2024-04-17 16:00:00,ЭДГ-1/1,75.2
221,2024-04-17 19:00:00,ЭДГ-1/2,30.1
222,2024-04-17 21:00:00,БМ Сут,18521.6
223,2024-04-17 22:00:00,ЭДГ-1/1,32.4
224,2024-04-17 22:00:00,АСН1-8,22
225,2024-04-18 01:00:00,ЭДГ-1/2,34.7
226,2024-04-18 04:00:00,ЭДГ-1/1,40.5
227,2024-04-18 05:00:00,БМ,17942.8
228,2024-04-18 07:00:00,ЭДГ-1/2,37.6
229,2024-04-18 10:00:00,ЭДГ-1/1,46.3
230,2024-04-18 13:00:00,ЭДГ-1/2,69.5
231,2024-04-18 14:00:00,АСН-3,46.3
232,2024-04-18 16:00:00,ЭДГ-1/1,63.7
233,2024-04-18 19:00:00,ЭДГ-1/2,76.4
234,2024-04-18 21:00:00,БМ Сут,16495.8
235,2024-04-18 22:00:00,ЭДГ-1/1,41.7
236,2024-04-18 22:00:00,АСН1-8,49.8
237,2024-04-19 01:00:00,ЭДГ-1/2,41.7
238,2024-04-19 04:00:00,ЭДГ-1/1,38.5
239,2024-04-19 05:00:00,БМ,15338.2
240,2024-04-19 07:00:00,ЭДГ-1/2,40.5
241,2024-04-19 10:00:00,ЭДГ-1/1,41.3
242,2024-04-19 13:00:00,ЭДГ-1/2,52.1
243,2024-04-19 14:00:00,АСН-3,35.6
244,2024-04-19 16:00:00,ЭДГ-1/1,35.3
245,2024-04-19 19:00:00,ЭДГ-1/2,69.5
246,2024-04-19 21:00:00,БМ Сут,10418.4
247,2024-04-19 22:00:00,ЭДГ-1/1,68.3
248,2024-04-19 22:00:00,АСН1-8,55.6
249,2024-04-20 01:00:00,ЭДГ-1/2,43.4
250,2024-04-20 04:00:00,ЭДГ-1/1,33.6
251,2024-04-20 07:00:00,ЭДГ-1/2,40.5
252,2024-04-20 11:00:00,ЭДГ-1/1,35.2
253,2024-04-20 11:00:00,ЭДГ-1/2,44.5
254,2024-04-20 13:00:00,ЭДГ-1/1,85.5
255,2024-04-20 13:00:00,ЭДГ-1/2,78.1
256,2024-04-20 14:00:00,АСН-3,25.8
257,2024-04-20 17:00:00,ЭДГ-1/1,57.4
258,2024-04-20 17:00:00,ЭДГ-1/2,60.3
259,2024-04-20 19:00:00,ЭДГ-1/2,50.5
260,2024-04-20 21:00:00,БМ Сут,16654.7
261,2024-04-20 22:00:00,ЭДГ-1/1,43.7
262,2024-04-20 22:00:00,АСН1-8,34.5
263,2024-04-21 01:00:00,ЭДГ-1/2,44.8
264,2024-04-21 04:00:00,ЭДГ-1/1,39.1
265,2024-04-21 05:00:00,БМ,16080.4
266,2024-04-21 07:00:00,ЭДГ-1/2,40.2
267,2024-04-21 10:00:00,ЭДГ-1/1,57.4
268,2024-04-21 13:00:00,ЭДГ-1/2,51.7
269,2024-04-21 14:00:00,АСН-3,37.3
270,2024-04-21 16:00:00,ЭДГ-1/1,48.8
271,2024-04-21 19:00:00,ЭДГ-1/2,78.1
272,2024-04-21 21:00:00,БМ Сут,12347.5
273,2024-04-21 22:00:00,ЭДГ-1/1,39.1
274,2024-04-21 22:00:00,АСН1-8,39.9
275,2024-04-22 01:00:00,ЭДГ-1/2,38.5
276,2024-04-22 04:00:00,ЭДГ-1/1,28.7
